id,类别,等级,名字,描述,基础威力,经验系数,修炼效果,运功效果,威力系数,修炼需求,攻击范围,伤害范围,使用特效,内力消耗,所属势力,使用目标,攻击架势,防御架势,召唤ID,使用次数,动作,子弹,特效,使用武器,伤害顺序,角色位移,Trail,隐藏
95,长兵,1,千钧棍法,将双手力道集中于刚猛一击之中，极简的招式蕴含着千钧之力，也因此缺乏防御后招,15,1.2,长兵1;力道1,,力道2,长兵20;力道20,"1,1,2","0,0,0",,13,-1,0,头20,头4,,,skill3_1,,地面打击6-Target-Grid-Happen,长兵,Same,FALSE,0,0
96,长兵,1,牛头钢叉功,牛头乃阴间衙役，手持钢叉，力能排山。此招假其名号，由身强体壮者使出，确实威猛异常,13,0.9,长兵1;体质1,,力道1;体质2;长兵1,力道10;体质10,"4,0,0","4,1,2",伤害0.06,10,-1,0,心19,心9,,,skill3_0,,快刃-Target-Grid-Happen,长兵,Same,FALSE,0,0
97,奇门,1,八卦鞭法,八卦门成名鞭法，鞭势暗含八卦之理，在江湖中也多有流传,12,1,奇门1;意志1,,意志1;奇门2;内力0.1,奇门10,"3,1,1","7,0,0",命中0.06,9,-1,0,手16,手12,,,skill4_4,,八卦升-Target-Grid-Happen;旋风-Target-Grid-Start,鞭,Same,FALSE,0,0
98,奇门,1,开山斧,源于山野之人劈砍荆棘树木之招式，在江湖争斗中也颇具实用性,13,0.9,奇门1;体质1,,体质2;奇门2,奇门10;体质15,"4,0,0","5,1,2",压制0.06,12,-1,0,头18,头9,,,skill2_1,,地刺-Target-Grid-Happen,刀,Distance,FALSE,0,0
99,奇门,1,黄沙万里鞭,从西域传入的奇门鞭法，鞭势绵密飞舞，卷起沙尘高达数丈，可令周遭敌人目不能视,12,1.1,奇门1;智力1,,奇门2,奇门15,"1,1,1","7,0,0",目盲0.06,11,-1,0,足15,足13,,,skill4_5,,黄沙-Target-Grid-Happen,鞭,Same,FALSE,0,0
100,奇门,1,碎石铁鞭,一门大开大合的进攻性鞭法，功力深厚者可以一鞭击碎岩石，足见其力道之刚猛,13,1,奇门1;力道1,,力道1;奇门2;内力0.1,奇门15;力道10,"4,0,0","4,1,2",破甲0.06,12,-1,0,胸19,胸9,,,skill4_4,,劈砍_裂地-Target-Grid-Happen,鞭,Same,FALSE,0,0
101,奇门,1,九节鞭法,由九节铁鞭铰接而成的奇门兵器，以内力灌注其中，则可刚可柔，如臂指使，招式多变异常,12,1.2,奇门1;经脉1,,经脉1;奇门2;内力0.1,奇门20;经脉15,"2,1,2","0,0,1",断腕0.06,10,-1,0,腹17,腹11,,,skill4_3,,战轮-Target-Grid-Happen,鞭,Same,FALSE,0,0
102,奇门,1,海叟钩法,本是海边船夫以铁钩捕鱼之法，化为武学后招式奇特，别出心裁，非聪慧之人难以使用,11,1.1,奇门1;智力1,,智力1;奇门2;内力0.1,奇门15,"4,0,0","4,1,3",拉近2,9,-1,0,心18,心10,,,skill4_1,,水滴-Target-Grid-Happen,对刺,Same,FALSE,0,0
103,奇门,1,连环对刺,将一双对刺罩住周身，连环挥舞，劲道延绵不绝，是相当严密的防守招式,10,0.9,奇门1;意志1,,意志2;奇门2;内力0.2,奇门15;意志10,"0,1,1","7,0,0",断招0.1,8,-1,0,心15,心15,,,skill4_0,,爪痕-Target-Grid-Happen,对刺,Same,FALSE,0,0
104,奇门,1,铁蜈钩,将铁钩绑在手上运用的功法，使用时以钩代手，势如蜈蚣，蜿蜒诡谲，无孔不入,14,1.1,奇门1;意志1,,奇门2;灵巧1,奇门20;灵巧15,"4,0,0","6,1,1",拉近1,11,-1,0,手17,手11,,,skill4_0,,血轮-Target-Grid-Start;打击1-Target-Grid-Happen,对刺,Same,FALSE,0,0
105,奇门,1,清凉扇法,一套使用铁扇的奇门武功，其招式进退有据，儒雅非凡，劲风绵绵不绝，可达数尺之远,10,1,奇门1;智力1,,智力2;奇门2;内力0.2,奇门15;智力15,"4,0,0","4,1,4",飘逸0.08,9,-1,0,头16,头12,,,skill4_6,,清风-Target-Grid-Happen;旋叶-Target-Grid-Happen,扇,Distance,FALSE,0,0
106,奇门,1,闪电五连鞭,马姓道人修习拂尘功时，意外创出的一套飘忽若闪电的鞭法，以虚招为主，因此精妙有余而威力不足,3,0.6,奇门1;灵巧1,,灵巧1;奇门2;内力0.1,奇门5;灵巧5,"0,1,1","0,0,0",雷电0.1;连击0.1;疲劳0.1,5,-1,0,腹18,腹10,,,skill4_5,,磁暴-Target-Grid-Happen,鞭,Same,FALSE,0,0
107,射术,1,掷短斧,将短斧当头掷出，手法极为简单，只需臂力强壮之人便能发挥威力,14,0.9,射术1;力道1,,力道2;射术1,射术10;力道15,"2,1,2","0,0,0",,12,-1,0,头22,头4,,,skill5_0,6,圆斩火-Target-Grid-Happen,,Same,FALSE,0,0
108,射术,1,梅花镖,常见江湖暗器，状如梅花，威力与射程中等，也往往最为实用,12,0.9,射术1;智力1,,智力1;射术2;内力0.1,射术10,"0,2,4","0,0,0",命中0.06,10,-1,0,胸20,胸5,,,skill5_1,1-----1,劈砍-Target-Grid-Happen;花散-Target-Grid-Happen,,Same,FALSE,0,0
109,射术,1,玉蜂针,精钢打造的细长暗器，射程较远但威力也较小，以其上淬取的毒素伤人,8,1.1,射术1;灵巧1,,灵巧2;射术2;内力0.2,射术15;灵巧15,"0,2,5","0,0,0",毒素0.1,8,-1,0,腹18,腹4,,,skill5_1,5-----0.8,爆叶-Target-Grid-Happen,,Same,FALSE,0,0
110,射术,1,白翎箭,尾部装置白翎的短箭，本在军中使用，被改造成武林人士之暗器,11,1,射术1;灵巧1,,灵巧1;射术2;内力0.1,射术15,"2,2,4","0,0,0",伤害0.06,9,-1,0,心17,心6,,,skill5_2,0-----0.75,羽散-Target-Grid-Happen,弓,Same,FALSE,0,0
111,射术,1,枣核钉,状如枣核的铁钉，便于携带隐藏，传说高手可从口中吐出，专攻面门令人防不胜防,10,1.2,射术1;意志1,,意志1;射术2;内力0.1,射术20;意志10,"2,3,5","0,0,0",头颈点穴0.06,11,-1,0,头18,头3,,,skill5_1,7-----0.75,劈砍_橙紫-Target-Grid-Happen,,Same,FALSE,0,0
112,射术,1,甩袖箭,藏于袖中的暗箭，箭杆短轻，箭镞较重，向贸然近身之敌甩出，颇难防备,12,0.9,射术1;灵巧1,,射术2,射术15,"0,1,2","0,0,0",笨拙0.02,9,-1,0,心21,心4,,,skill5_1,17-----0.9,闪光-Target-Grid-Happen,,Same,FALSE,0,0
113,射术,1,棉套索,以极细之棉纱反复编织至拇指粗细而成，可以有效牵制被套住的敌人行动,1,1.2,射术1;经脉1,,经脉1;射术2;内力0.1,射术20;经脉10,"0,2,4","0,0,1",手臂点穴0.1;腿足点穴0.1,6,-1,0,手18,手6,,,skill5_0,8-----0.8,网缠-Target-Grid-Happen,,Distance,FALSE,0,0
114,射术,1,系绳镖,将金属镖头系于长绳末端而成的独特暗器，既可抛掷远击，又可缩短挥击，还可捆缚敌人并将其拉近,10,1.1,射术1;智力1,,智力2;射术2;内力0.2,射术15;智力15,"0,1,4","0,0,0",迟缓0.06;拉近1,8,-1,0,腹18,腹6,,,skill5_0,17-----1.1,风轮-Target-Grid-Happen,,Same,FALSE,0,0
115,射术,1,铁莲花,状如莲花的奇门暗器，其花瓣边缘锋利无比，可一齐飞射而出，攻击周遭敌人,12,1,射术1;智力1,,射术2,射术20,"1,1,1","7,0,0",流血0.02,10,-1,0,足20,足4,,,skill5_0,9-----0.9,莲花转-Target-Grid-Happen,,Same,FALSE,0,0
116,射术,1,飞手戟,仿照手戟制成的暗器，可作近身格斗之用，关键时刻掷出，威力也不容小觑,13,1,射术1;体质1,,体质1;射术2;内力0.1,射术15;体质10,"0,1,2","0,0,0",压制0.02,11,-1,0,头19,头5,,,skill5_0,6,劈砍_灰震地-Target-Grid-Happen,,Same,FALSE,0,0
117,内功,2,硬气功,结合呼吸吐纳与排打锻炼，增强力道与体魄的功法。其修习过程艰苦漫长，常人难以忍受,,1.2,内功1;力道1;体质1,生命上限100;内力上限20;内功6;力道6;体质6;护甲4,,内功35;体质25,,,,0,-1,0,,,,,,,,,Same,FALSE,0,0
118,内功,2,归元吐纳功,吐纳功之进阶功法，于吐纳之时引气归元，使内力达到循环往复，生生不息之功效,,0.9,内功1;经脉1;体质1,生命上限60;内力上限60;内功9;经脉9;回内0.012,,内功25;经脉20,,,,0,-1,0,,,,,,,,,Same,FALSE,0,0
119,内功,2,心意气混元功,心意气三元混合之道家功法，修习者内息收放自如，可达心与意合，意与气合，气与力合之境界,,1,内功1;意志1;智力1,生命上限30;内力上限90;内功9;意志9;命中0.08,,内功30;意志20,,,,0,-1,0,,,,,,,,,Same,FALSE,0,0
120,内功,2,金刚心法,佛门心法，修炼者如金刚菩提加持，内劲无坚不摧，神智亦过于常人,,0.9,内功1;力道1;智力1,生命上限90;内力上限30;内功6;体质6;智力6;伤害0.06,,内功25;体质20,,,,0,-1,0,,,,,,,,,Same,FALSE,0,0
121,内功,2,轰天掣地诀,阳刚猛烈的内功心法，内力如同奔雷般向四肢流转，使得修习者行动速度与经脉流转亦大大加快,,1.1,内功1;经脉1;灵巧1,生命上限80;内力上限40;内功6;轻功6;灵巧6;速度0.08,,内功40,,,,0,-1,0,,,,,,,,,Same,FALSE,0,0
122,内功,2,普贤心经,脱胎于普贤心经的佛门内功，缘起非有无，非实亦非虚，可大大增加修习者的内功修为,,1.5,内功2;经脉1,生命上限20;内力上限130;内功10;经脉10,,内功35;经脉25,,,,0,-1,0,,,,,,,,,Same,FALSE,0,0
123,内功,2,灵台清明功,这门阴柔内功旨在维持修炼者心智之清净。心无杂念，灵台清明，气感自生，功法自成,,0.9,内功2;智力1,生命上限10;内力上限110;内功9;智力9;醒脑0.04;定神0.04,,内功25;智力20,,,,0,-1,0,,,,,,,,,Same,FALSE,0,0
124,内功,2,紫气氤氲法,修习者周身紫气满布，氤氲不绝。每循环一周天，紫气亦加深一分，相传乃是内息在皮下流转所致,,1,内功2;意志1,生命上限40;内力上限80;内功9;意志9;恢复0.04;回体1,,内功30;意志20,,,,0,-1,0,,,,,,,,,Same,FALSE,0,0
125,内功,2,沸血法,至阳至烈之功法，使内息在体内极速流转，血脉几近沸腾，在熬过初时的五内俱焚后，便能大增其修为,,1,内功2;力道1,生命上限70;内力上限40;内功9;力道9;回血0.008,,内功30;力道20,,,,0,-1,0,,,,,,,,,Same,FALSE,0,0
126,内功,2,软玄功,一门阴柔内功心法，练成者浑身遍布绵柔坚韧之内劲，可自行吸附或化解来袭之攻势,,1,内功1;灵巧1;体质1,生命上限50;内力上限70;内功9;灵巧9;减伤4,,内功30;灵巧15,,,,0,-1,0,,,,,,,,,Same,FALSE,0,0
127,轻功,2,燕子三抄水,从燕子点水姿势中化出的灵巧轻功，功成者可足踏水面三次而不沉,,1.1,轻功2;灵巧1,轻功9;灵巧9;连击0.08,,轻功35;灵巧20,,,,0,-1,0,,,,,,,,,Same,FALSE,0,0
128,轻功,2,上高楼,主修跳跃攀爬之法，以高楼或高塔为训练工具的轻功法门，练成者顷刻之间便能纵身而上数层,,0.9,轻功1;灵巧1;体质1,轻功9;灵巧6;体质3;鹰眼0.08,,轻功25;灵巧15;体质15,,,,0,-1,0,,,,,,,,,Same,FALSE,0,0
129,轻功,2,壁虎游墙,借助轻功与内劲吸附，在墙面游行之轻功，精通此术者于广厦高墙上亦能如履平地,,1,轻功1;灵巧1;经脉1,轻功9;经脉9;神行0.08,,轻功30;经脉15,,,,0,-1,0,,,,,,,,,Same,FALSE,0,0
130,轻功,2,磐罡步,此步法四纵五横，平直稳重，在稳固下盘之余，亦能增强周身之劲道,,0.9,轻功1;力道1;体质1,轻功6;力道6;体质6;卸力0.08,,轻功25;体质20,,,,0,-1,0,,,,,,,,,Same,FALSE,0,0
131,轻功,2,金雁功,蕴含内功修行的轻功法门，相传内功深厚者使出，可凌空直上一丈有余,,1,轻功1;经脉2,轻功6;经脉12;急速0.08,,轻功30;经脉20,,,,0,-1,0,,,,,,,,,Same,FALSE,0,0
132,轻功,2,白马悬蹄,悬千钧于一发的轻功法门，将全身重量集中运用于臂部，从而增强出击力道,,1,轻功1;力道1;意志1,轻功3;力道9;意志6;回体1;击退1,,轻功30;力道20,,,,0,-1,0,,,,,,,,,Same,FALSE,0,0
133,轻功,2,天云步,此步法如天边之流云，飘忽不定，看似漫不经心，却又暗含玄机,,1.1,轻功1;智力1;经脉1,轻功9;智力6;经脉3;命中0.08,,轻功30;智力15;经脉15,,,,0,-1,0,,,,,,,,,Same,FALSE,0,0
134,轻功,2,翻腾术,主修翻滚腾跃之轻功功法，使用者身形上下回转之间，更容易避开敌人攻击,,0.9,轻功2;意志1,轻功9;灵巧6;意志3;闪避0.08,,轻功25;灵巧25,,,,0,-1,0,,,,,,,,,Same,FALSE,0,0
135,轻功,2,别离步,此步法擅长控制敌我之间距离，步法柔婉凄怆，缓缓别离，却又回身紧逼，令人无从捉摸,,1.2,轻功2;智力1,轻功9;智力9;飘逸0.08,,轻功35;智力25,,,,0,-1,0,,,,,,,,,Same,FALSE,0,0
136,轻功,2,陆地飞行术,一门长时间急速奔跑的轻功法门，使用者日行数百里，宛如陆地飞行,,1,轻功1;意志1;体质1,轻功12;意志3;体质3;速度0.08,,轻功40,,,,0,-1,0,,,,,,,,,Same,FALSE,0,0
137,绝技,2,四两拨千斤,一门借力打力，以巧胜强的功夫，其对劲道的把握以及时机之掌控，非日夜苦练难得纯熟,,1.2,绝技1;灵巧1;智力1,绝技9;灵巧6;智力3;卸力0.1,,绝技35;灵巧20;智力15,,,,0,-1,0,,,,,,,,,Same,FALSE,0,0
138,绝技,2,铜头铁臂功,着重锻炼头部和臂部抗击打能力的硬功绝技，运功之后，皮肤坚硬如铁，刀枪几不能入,,1.1,绝技2;体质1,绝技6;体质6;护甲3;减伤4,,绝技30;体质20,,,,0,-1,0,,,,,,,,,Same,FALSE,0,0
139,绝技,2,隔山打牛,一种独特的运劲技巧，将内力冲击通过实体传导，功力深厚者可以一拳击飞数人,,1,绝技2;意志1,绝技6;意志6;经脉6;内伤0.08,,绝技35;意志15;经脉15,,,,0,-1,0,,,,,,,,,Same,FALSE,0,0
140,绝技,2,一指金刚法,源于佛门的苦修之法，常人需三年方能技成。练习精纯者一指到处，木石皆碎，胸腑洞撤,,1.2,绝技1;力道1;体质1,绝技9;力道9;伤害0.08,,绝技35;力道25,,,,0,-1,0,,,,,,,,,Same,FALSE,0,0
141,绝技,2,千层纸功,将千张白纸钉为纸方，悬于墙上反复击打之功法。表面上是阳刚劲路，却也暗含阴柔之力,,0.9,绝技1;灵巧1;体质1,绝技9;体质6;经脉3;蓄力0.08,,绝技25;体质20;经脉10,,,,0,-1,0,,,,,,,,,Same,FALSE,0,0
142,绝技,2,分水功,以内家功夫分拨水面，初学者不过毫厘而已，而大成者可令水开数尺，足见其劲道浑厚,,0.9,绝技1;意志1;经脉1,内力上限32;绝技6;意志6;经脉6,,绝技25;意志20,,,,0,-1,0,,,,,,,,,Same,FALSE,0,0
143,绝技,2,柔骨摆柳功,此功法修炼者腰身与四肢极为柔韧，遇敌起舞，如迎风摆柳，或攻或守，灵活异常,,1,绝技2;灵巧1,绝技9;灵巧9;闪避0.08,,绝技30;灵巧20,,,,0,-1,0,,,,,,,,,Same,FALSE,0,0
144,绝技,2,卧虎功,如同卧虎之姿，看似闭眼假寐，实则为蓄力待敌之法，甫一起身，则如猛虎扑食，势不可挡,,1,绝技1;力道1;智力1,绝技9;力道9;暴击0.08,,绝技30;力道20,,,,0,-1,0,,,,,,,,,Same,FALSE,0,0
145,绝技,2,乱环扑,以肢端内劲画圆，控制力道循环之法门，一旦敌人陷入此乱环劲道之中，便会被力牵引，左右难支,,1,绝技2;经脉1,绝技9;智力9;动摇0.08,,绝技30;智力20,,,,0,-1,0,,,,,,,,,Same,FALSE,0,0
146,绝技,2,霸王肘,此功法专练手肘的顶凿屈转与抗击打能力，功成后手肘孔武有力，纵以利刃砍之亦不能损,,0.9,绝技1;力道1;意志1,绝技6;力道6;意志6;霸体0.04,,绝技25;力道20;意志15,,,,0,-1,0,,,,,,,,,Same,FALSE,0,0
147,拳掌,2,摔碑手,一门刚柔并济，攻守兼备的掌法，其诀窍在于“摔”字，即借助手腕甩打之力增强搏击威力,16,1.2,拳掌2;力道1,,力道2;灵巧1;拳掌1,拳掌35;力道25;灵巧10,"0,1,2","0,0,0",眩晕0.04,16,-1,0,胸12;手8,胸5;手5,,,skill0_1,,地面打击1-Target-Grid-Happen,拳,Same,FALSE,0,0
148,拳掌,2,追风短打,小手寸劲，短促突击的贴身近战拳法，讲求闻风而动，穷追猛击，攻势越急促，敌人越容易露出破绽,12,0.9,拳掌1;灵巧1;意志1,,灵巧2;拳掌2;内力0.2,拳掌25;灵巧20,"1,1,1","7,0,0",连击0.08;阻滞0.08,12,-1,0,手21,手12,,,skill0_0,,三连打击-Target-Grid-Happen,拳,Same,FALSE,0,0
149,拳掌,2,惊涛掌,着重进攻的内家掌法，其内劲倾吐如同惊涛骇浪，内功薄弱者稍有不慎，便会被伤及五脏,15,1.1,拳掌1;经脉1;智力1,,经脉2;拳掌2;内力0.2,拳掌30;经脉20,"4,0,0","5,1,2",内伤0.08,16,-1,0,心15;腹8,心6;腹3,,,skill0_1,,喷泉-Target-Grid-Happen,拳,Distance,FALSE,0,0
150,拳掌,2,猛禽手,从猛禽捕食动作中演化出的擒拿路数，着重抓锁猎物的脖颈或关节处，并伺机予以致命一击,15,1,拳掌1;灵巧1;智力1,,智力2;拳掌2;内力0.2,拳掌30;智力20;灵巧15,"0,1,1","7,0,0",伤筋0.08,14,-1,0,手14;头6,手7;头4,,,skill0_2,,十字爪-Target-Grid-Happen,拳,Same,FALSE,0,0
151,拳掌,2,铁砂掌,反复击打铁砂锤炼而成的刚猛掌法。功成者手掌比常人厚两倍有余，骨节也粗大异常,15,1.2,拳掌1;力道1;体质1,,力道2;拳掌2;内力0.2,拳掌35;力道20;体质10,"4,0,0","4,1,2",外伤0.08,16,-1,0,胸12;腹8,胸4;腹7,,,skill0_1,,地面打击6-Target-Grid-Happen,拳,Same,FALSE,0,0
152,拳掌,2,合盘掌,合掌迎击的防御掌法，双掌相合后虽灵活性下降，但其重击能令敌方血脉不畅,16,1,拳掌1;体质1;经脉1,,经脉1;体质2;内力0.3,拳掌20;体质10;经脉30,"1,1,2","0,0,0",凝血0.08,14,-1,0,心8;胸4,心10;胸9,,,skill0_1,,战轮-Target-Grid-Happen,拳,Same,FALSE,0,0
153,拳掌,2,伏虎拳,一门攻守兼备的实用拳法，招式严谨，底盘扎实，其创始者曾以此拳法伏虎除恶，因而闻名,14,0.9,拳掌1;力道1;绝技1,,力道3;拳掌3;内力0.1,拳掌25;力道25,"4,0,0","4,1,2",壮骨0.08,13,-1,0,心18,心13,,,skill0_0,,猛虎-Target-Grid-Happen;打击2-Target-Grid-Happen,拳,Same,FALSE,0,0
154,拳掌,2,大擒拿手,大开大合的擒拿手法，其招式沉稳，出手凌厉，威猛力大，以攻代守,14,1,力道1;经脉1;内功1,,力道2;经脉1;拳掌3,拳掌30;力道20;经脉10,"0,1,2","0,0,1",断骨0.08,14,-1,0,手10;足10,手3;足8,,,skill0_2,,蝴蝶斩-Target-Grid-Happen,拳,Same,FALSE,0,0
155,拳掌,2,铁琵琶手,一双手掌如同铁琵琶一般环抱身前，防御滴水不漏，令敌人难寻破绽之掌法,15,1,拳掌2;体质1,,体质2;拳掌2;内力0.2,拳掌30;体质20,"4,0,0","5,2,2",横练0.08,15,-1,0,胸16,胸15,,,skill0_0,,墨圈-Target-Grid-Happen,拳,Same,FALSE,0,0
156,拳掌,2,二郎担山掌,自下向上的掌法招式，以稳固下盘为基，发全身之力向上迎敌，即便来势如泰山压顶亦能抵御,15,0.9,拳掌2;意志1,,意志2;拳掌2;内力0.2,拳掌25;意志15,"4,0,0","5,1,2",不屈0.08,16,-1,0,头15,头16,,,skill0_1,,穿刺_土叶-Target-Grid-Happen,拳,Same,FALSE,0,0
157,剑法,2,飞星快剑,极为迅捷快速的剑招，映照在地上的剑光如飞星般闪烁，故而得名,14,1,剑法1;灵巧1;轻功1,,灵巧3;剑法3;内力0.1,剑法25;灵巧25,"2,1,2","7,0,0",急速0.08,14,-1,0,心20,心12,,,skill1_0,,快刃-Target-Grid-Happen,剑,Same,FALSE,0,0
158,剑法,2,快慢十八路,此剑招共一十八路，进退有据，快慢相合，其节奏变化往往令对敌者难以招架,15,1,剑法1;意志1;灵巧1,,灵巧2;剑法2;内力0.2,剑法30;灵巧20;意志10,"4,0,0","4,1,3",笨拙0.08,15,-1,0,腹18,腹13,,,skill1_1,,劈砍_黑白震-Target-Grid-Happen,剑,Same,FALSE,0,0
159,剑法,2,泼墨剑法,剑招中饱含泼墨挥毫的潇洒之意，相传乃是剑术名家观颜真卿书法领悟而成,16,1.1,剑法2;经脉1,,经脉2;剑法1;内力0.2,剑法30;经脉25,"4,0,0","4,1,2",通脉0.08,16,-1,0,胸19,胸12,,,skill1_2,,劈砍_黑白-Target-Grid-Happen;墨爆-Target-Grid-Happen,剑,Same,FALSE,0,0
160,剑法,2,北斗剑法,分为七式，将北斗七星之方位与运行规律蕴含其中，招式精妙非凡，常人难解,15,1.2,剑法2;智力1,,智力2;剑法3;内力0.1,剑法35;智力25,"1,1,1","0,0,1",弱点0.08,14,-1,0,手18,手13,,,skill1_2,,星落-Target-Grid-Happen;八卦光-Target-Grid-Happen,剑,Same,FALSE,0,0
161,剑法,2,雨打飞花剑,此剑法善走倾斜剑势，出剑方位变幻莫测，攻势如同疾风骤雨，对敌者之防御亦如飞花般脆弱易逝,16,1.1,剑法2;灵巧1,,灵巧2;剑法1;内力0.2,剑法35;灵巧20,"4,0,0","6,1,3",伤筋0.08,15,-1,0,手12;足8,手4;足6,,,skill1_2,,水旋风-Target-Grid-Happen;红花-Target-Grid-Happen,剑,Same,FALSE,0,0
162,剑法,2,浣花流水剑,招法优雅灵动，落花流水般倾泻而下，而剑招中暗含的内力更是能够伤人于无形,15,1,剑法2;灵巧1,,经脉2;剑法2;内力0.2,剑法30;经脉20,"4,0,0","4,1,3",内劲0.08,15,-1,0,手8;心12,手6;心4,,,skill1_2,,花散-Target-Grid-Happen;喷水-Target-Grid-Happen,剑,Same,FALSE,0,0
163,剑法,2,一字电剑,一字电剑剑势喜直，将全身力道集中一线击出，不留防御后手，自然快如闪电,15,0.9,剑法1;力道1;意志1,,意志2;剑法2;内力0.2,剑法25;意志25;力道15,"4,0,0","4,2,4",雷电0.08,16,-1,0,心22,心8,,,skill1_0,,爆电-Target-Grid-Happen,剑,Same,FALSE,0,0
164,剑法,2,周公剑法,假托周公姬旦之名，剑招四平八稳，不疾不徐，暗含礼乐之道，因此有修心养性，强身健体之功效,12,0.9,剑法1;智力1;体质1,,体质2;剑法2;内力0.2,剑法30;体质20;智力10,"2,1,3","7,0,0",活血0.12,12,-1,0,足11;腹8,足8;腹6,,,skill1_1,,十字斩-Target-Grid-Happen,剑,Same,FALSE,0,0
165,剑法,2,五大夫剑,高人观泰山五大夫松所创之剑法，其剑势如苍松挺直，古朴沉稳，讲求以静制动,15,0.9,剑法1;力道1;体质1,,力道2;剑法2;内力0.2,剑法25;力道20;体质15,"4,0,0","4,1,3",横练0.08,13,-1,0,手8;胸8,手7;胸7,,,skill1_1,,地面打击6-Target-Grid-Happen,剑,Distance,FALSE,0,0
166,剑法,2,霜花剑式,此剑招需将阴寒之内力灌注剑身，使出时寒气逼人，周身霜花乱舞，剑身亦有冰凝，故而得名,14,1,剑法1;经脉1;内功1,,经脉3;剑法1;内力0.3,剑法20;经脉30,"1,1,1","7,0,0",冰寒0.08,16,-1,0,心9;腹11,心4;腹8,,,skill1_0,,冰域-Target-Grid-Happen,剑,Same,FALSE,0,0
167,刀法,2,八面破身刀,攻守兼备之刀招，一经使用，四面八方皆为刀光所笼罩，需要相当高超的用刀技巧,15,1.1,刀法1;力道1;灵巧1,,力道1;灵巧1;刀法3,刀法35;力道20;灵巧10,"1,1,1","7,0,0",横练0.08,14,-1,0,胸7;腹10,胸6;腹8,,,skill2_1,,劈砍_黑白多重中-Target-Grid-Happen,刀,Same,FALSE,0,0
